Product,Price,Rating
Reserva 2012,6.90,3.1
Twenty Twelve Black 2016,15.30,3.2
Brunello di Montalcino 2014,73.01,4.4
Tutti Per Uno Monferrato Rosso 2013,14.20,3.8
Tempranillo - Merlot 2016,15.50,3.8
Bordeaux 2016,6.73,3.5
Pessac-Léognan 2005,57.95,4.1
Nero d'Avola Terre Siciliane 2018,5.49,3.4
Campofiorin Rosso Veronese 2016,12.99,3.7
Margaux (Grand Cru Classé) 2015,43.82,4.1
Shiraz 2016,13.95,3.7
Margaux (Grand Cru Classé) 2016,96.51,4.2
Ronchedone Rosso 2017,15.50,4.1
Varietales Garnacha Rioja 2015,14.70,3.5
Brunello di Montalcino 2012,48.45,4.3
Cabernet Sauvignon 2019,5.95,3.5
Valpolicella Ripasso Superiore 2016,11.95,3.8
Le Serre Nuove 2016,48.69,4.3
Saint-Émilion Grand Cru 2016,19.95,3.8
La Clave 2017,10.35,3.8
Crozes-Hermitage Les Jalets 2017,23.15,3.9
Chianti Gineprone 2016,9.75,3.6
Gigondas 2016,28.72,3.9
Nielson Vineyard Pinot Noir 2014,32.95,3.8
Cuvée Especial Red Blend 2014,13.79,3.9
Pinot Noir 2018,12.50,3.4
Brunello di Montalcino 2015,38.54,4.3
Prima 2017,10.39,3.8
Terre di San Leonardo 2016,12.49,3.8
Malbec 2015,14.13,3.8
Lamùri Nero d'Avola Regaleali 2014,9.89,3.8
Fantini Casale Vecchio Montepulciano d'Abruzzo 2016,7.90,3.7
Riserva Ducale Chianti Classico 2013,19.87,3.8
Chimères 2017,11.50,3.8
Pomerol 2005,89.95,4.1
Olho de Mocho Reserve Tinto 2013,13.65,3.9
Da Vinci Chianti Riserva 2015,11.25,3.7
G.V.B Red 2012,100,4.0
Nèprica Negroamaro 2018,8.33,3.5
Barbera d'Asti 2016,9.79,3.7
Aussières Rouge (Red Blend) 2016,9.12,3.3
Gran Reserva Cabernet Sauvignon 2016,13.50,3.7
Hermitage 2015,49,4.2
Vino Nobile di Montepulciano 2016,15.90,3.7
Châteauneuf-du-Pape 2014,46.84,4.0
Saint-Émilion Grand Cru 2005,31.95,3.7
Margaux 2016,41.90,3.9
5 Stelle Sfursat 2016,38.89,4.5
Frans Malan Cape Blend 2015,18.42,3.9
Château Margaux (Premier Grand Cru Classé) 2013,409.42,4.5
Clásico Reserva 2010,15.90,3.8
Chianti Classico 2015,16.95,3.8
Pinotage 2018,23.23,3.9
Roble 2018,8.95,3.8
Pinot Noir 2015,43.77,4.2
Cabernet Sauvignon 2016,11.50,3.4
Estate Vineyards Cabernet Sauvignon 2017,22.50,4.1
Nebbiolo d’alba 2016,26.09,3.8
The Y Series Cabernet Sauvignon 2017,11.50,3.4
Petra Toscana (Suvereto) 2014,72.06,4.2
Pétalos 2014,17.95,3.8
Cabernet Sauvignon 2018,7.27,3.5
Aufwind Spätburgunder 2016,10.80,4.1
Leccioni Chianti 2018,7.27,3.5
Saint-Émilion Grand Cru 2006,59.46,4.2
Médoc 2012,18.90,3.8
Malepère Rouge 2016,15.69,3.8
Lanoy Cabernet Sauvignon - Merlot 2017,10.99,3.4
Special Cuvée Cabernet Sauvignon 2017,18.90,4.1
Grande Réserve Cadillac - Côtes de Bordeaux 2017,9.90,3.7
Pomerol 2005,189.95,4.6
Crianza Tinto 2016,24.14,4.1
Cabernet Sauvignon 2014,75.78,4.1
Bordeaux Supérieur 2018,10.75,3.7
Cabernet Sauvignon 2015,12.42,4.1
Essence du Cap Merlot 2017,9.90,3.7
Reserva Tinto 2017,10.95,4.1
Les Vaucrains Nuits Saint Georges 1er Cru 2013,107.45,4.4
Don Dona' Molise Rosso 2013,16.90,3.8
Primitivo Puglia 2018,5.50,3.4
Bordeaux 2019,6.50,3.7
Garnacha de Arrayán 2015,21.90,3.8
Valpolicella Superiore 2017,22,4.0
Pinotage 2015,8.50,3.7
Lu Patri Nero d'Avola 2016,21.63,4.1
Montsant Auditori 2016,45,4.2
Domaine de Saint Pierre Cornas 2016,81.58,4.0
Vorderer Winklerberg Ihringen Spätburgunder GG 2015,50,4.1
Lalande-de-Pomerol 2014,27.29,4.0
Basson Pinotage 2014,22.99,3.7
Cenit 2013,36.56,4.3
Rouge 2017,38.89,4.0
Barbera d'Alba Ciabot du Re 2010,34.02,4.2
Granato 2017,45.84,3.8
Bela Rex 2017,36.90,4.0
Tilenus Envejecido en Roble Bierzo Mencia 2010,12.79,3.4
Coppaia Chianti Colli Senesi 2014,6.15,3.0
Tempranillo 2016,5.75,3.2
И 2017,17.06,4.1
Sannazzaro Rosso del Molise 2016,16.08,4.0
In Signo Leonis 2015,35.09,4.2
Kellermeister Privat Blauer Zweigelt Trocken 2018,9.99,3.9
L'Ermita Velles Vinyes Priorat 2008,672.60,4.8
L'Hospitalet de Gazin Pomerol 2017,36.56,3.9
Cabernet Sauvignon 2018,4.25,3.8
Grande Réserve 2017,7.44,3.6
Cabernet Sauvignon 2017,14.73,4.2
Gran Reserva 1992,95.29,4.0
Rudhir Montepulciano d'Abruzzo 2015,17.95,4.1
Pagliareto Vino Nobile di Montepulciano 2016,16.90,4.0
Villányi Portugieser Nagytótfalu 2014,13.90,3.5
Caselle Chianti Superiore 2016,12.25,3.7
Clos Alzina Vinyes Velles (Old Vines) 2015,37.99,4.0
Cabernet Franc 2016,26.50,4.0
Naturel 2018,10.95,3.6
Sancerre Belle Dame 2016,49.90,4.2
Castillo de Enguera Reserva 2015,8.95,3.7
Rebus Ruchè di Castagnole Monferrato 2016,10.40,3.4
Schafleiten St. Laurent 2013,22.50,3.8
Merlot 2018,5.90,4.0
Vino Nobile di Montepulciano 2014,20.90,3.9
Gerações Colheita Seleccionada 2014,14.90,4.0
Lagrein 2017,13.50,4.1
Bussia Barolo 2015,116,4.3
Haut-Médoc 2014,12.90,3.7
The Work of Time 2014,22.50,4.1
Costa Russi (Barbaresco) Langhe 2016,484.03,4.5
Private Collection Cabernet Sauvignon 2015,18.90,3.8
Valdehermoso Roble 2018,8.95,3.7
Terroir du Trias Bandol Rouge 2004,79.90,4.1
Negroamaro del Salento 2017,5.95,3.7
Pomerol 2015,333.50,4.6
Nero d'Avola 2015,5.95,3.9
Reserva 2015,17.50,4.0
Solar de Libano Reserva 2014,13.90,3.6
Naiv Kleine Fabrik Portugieser 2016,9.50,3.9
Cannonau di Sardegna 2018,16.46,4.0
Manteo Red Blend 2015,25.57,3.9
Estate Malbec 2018,7.30,3.7
Garnacha de Fuego 2018,8.95,3.5
Shiraz (1685 Series) 2017,16.85,3.9
Brunello di Montalcino Montosoli 2013,63.92,4.4
Cellar Selection Pinot Noir 2018,15.89,3.9
Baccarossa 2017,15.90,4.0
Cuvée du Vatican Réserve de l’Abbé Côtes du Rhône 2018,10.20,3.8
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,66.95,4.2
Gevrey Chambertin 2014,57.22,3.8
Margaux (Grand Cru Classé) 2016,49.95,4.1
Shiraz Short Row 2016,23.50,3.7
Pinot Noir 2017,23.29,3.8
Cabernet Sauvignon 2017,14.90,3.6
Valley Oaks Zinfandel 2018,8.79,4.1
Aglianico Rubrato 2018,10.94,3.5
Pomerol 2005,69.95,4.3
Pinot Noir 2016,29.50,4.0
Nebbiolo d’alba 2015,29,3.8
Rioja Reserva 2012,13.95,3.8
Eagle Peak Merlot 2016,8.90,3.5
Amarone della Valpolicella 2013,23.39,3.9
Reserva 2012,13.48,3.8
Pasionado Cuatro Cepas 2013,31.10,4.1
Toscana Grifi 2012,55.15,4.0
Rouge (Gaston Hochar) 2011,46.30,4.2
Shiraz 2016,8.78,3.5
Pinot Noir 2018,31.57,3.9
Hillcot Merlot 2016,16.76,3.8
Vintners Blend Old Vine Zinfandel 2017,9.49,3.2
Châteauneuf-du-Pape 2017,73.11,4.3
12 Meses en Barrica Tempranillo 2015,8.99,3.7
Cabernet Sauvignon 2016,25.50,4.1
La Groletta Valpolicella Ripasso 2016,13.16,3.9
Palmenti Primitivo di Manduria Vigne Vecchie 2015,50.69,4.2
HANDS OF TIME Red 2017,39.50,4.1
Poggio alle Mura Brunello di Montalcino 2015,38.89,4.1
Saboteur 2016,22.90,4.1
Bramasole Syrah 2015,46,4.4
Cabernet Sauvignon Riserva Campaner 2016,14.72,4.0
Maestro 2015,56.54,4.2
Tannat (Grande Vindima) 2010,73.06,4.0
Chianti Classico 2015,14.95,3.8
Spezie Barbaresco Riserva 2008,26.90,4.0
Crozes-Hermitage Rouge 2017,17.95,3.8
Cabernet Sauvignon 50 Years 2016,14,3.9
Capitel Nicalò Valpolicella Superiore 2016,11.90,3.8
Bandol Rouge 2011,49.90,4.1
Médoc 2010,18.42,3.8
Bordeaux Rouge 2015,8.25,3.7
Lyndenhurst Cabernet Sauvignon 2014,75,4.2
Cabernet Franc 2012,31.59,4.1
Rouge (Gaston Hochar) 2004,37.92,4.2
Ribera del Duero Tinto 2015,16.90,3.9
Jungano Aglianico Paestum 2017,20.93,4.2
Silver Series Shiraz 2017,8.41,3.6
Rocca dei Mori Briacò Primitivo Salento Rosso 2016,7.90,3.8
Countacc! 2015,24.86,3.7
Pessac-Léognan (Premier Grand Cru Classé) 2010,1197.90,4.6
Pessac-Léognan 2014,82.37,4.1
Director's Cut Pinot Noir 2017,36.83,3.8
Palpite Reserva 2016,18.52,4.2
Tanca Farra Alghero 2015,15.23,3.8
Baron de Charette Monopole Bourgogne Pinot Noir 2017,15.50,3.7
Dolcetto d’Alba 2017,15.42,3.8
Saint-Julien (Grand Cru Classé) 2000,94.95,4.2
Podere Montepulciano d'Abruzzo 2018,4.70,3.7
Benchmark Shiraz 2018,6.95,3.3
Pactio Toscana Rosso 2014,9.65,3.4
Margaux 2009,22.37,3.9
Haut-Médoc 2015,16.90,3.9
Red Mountain 2016,39.79,4.1
Ventoux 2017,7.45,3.5
Ser Gioveto Toscana 2008,28.09,4.1
Old Bush Vine Grenache (Samuel's Garden Collection) 2018,17.50,3.8
Atrium Merlot 2017,11.99,4.0
Rioja Tempranillo 2015,8.69,3.6
Amarone della Valpolicella Conte di Valle Riserva 2011,49,4.1
Malbec 2014,44.62,4.3
Wild Slopes CGM Red 2018,20.49,4.0
Fossati Barolo 2015,72.62,4.0
Cos d'Estournel 2017,193.99,4.2
Pannobile Red 2017,26.81,3.8
Gilusia Syrah 2018,7.70,3.6
Annonce Saint-Émilion Grand Cru 2016,60.44,3.9
Le Retour Rouge 2015,8.57,3.7
Châteauneuf-du-Pape 2001,66.95,4.2
The Hidden Syrah 2016,89.47,4.3
Primitivo 2017,8.11,3.7
Crianza 2016,6.70,3.8
Tazzelenghe 2011,24.01,4.0
Fläscher Pinot Noir 2018,27.78,3.5
Castrum 2014,25.90,4.0
The Journeyman 2015,110.75,4.5
Zweigelt 2016,30.73,3.7
Sudisfà Roero Riserva 2016,32.90,4.2
Rust Blaufränkisch Ried Mariental Trocken 2016,56.95,4.3
La Séductrice 2018,14.89,3.7
Cabernet Sauvignon - Merlot 2017,9.36,3.7
Jock McPherson Cabernet Sauvignon 2018,7.60,3.7
Merlot Private Reserve 2010,12.19,3.1
Vougeot 1er Cru 'Les Petits Vougeots' 2013,77.50,4.1
Rotburger Im Fluss 2017,8.24,3.8
Côte-Rôtie 2005,89.95,4.4
Les Beaux Monts Vosne-Romanée 1er Cru 2013,92.12,4.2
Les Grézeaux Chinon 2018,17.06,3.7
Cabernet Sauvignon 2016,11.49,3.9
Pomerol by Clinet 2016,43.83,3.6
Spätburgunder Trocken 2017,9.50,3.7
Hereford Tinto 2018,5.16,3.2
Marche Rosso 2015,11.50,2.6
Le Lac-aux-Cochons Cahors 2015,28.47,3.7
Asili Barbaresco 2014,38.50,3.7
Ja-Mocha Pinotage 2018,11.50,3.6
Touriga Nacional 2015,34.12,4.2
GG Eichberg Spätburgunder 2013,36.50,3.9
Touriga Nacional Alentejano 2017,7.45,3.8
Château Marojallia Margaux 2015,59.95,3.9
Quetton Saint-Georges 2014,21.50,4.3
Barolo Castellero 2011,34.82,4.0
Sotanum 2007,38.01,4.3
Brunello di Montalcino 2015,57.72,4.3
Blaufränkisch 2017,10.93,3.6
Winklerberg Spätburgunder GG 2011,55,4.0
Les Bousselots Nuits-Saint-Georges 1er Cru 2013,86.62,4.3
Pomerol 2016,54.73,3.9
Cabernet Sauvignon 2015,13.37,3.7
Matilda Plains Cabernet - Shiraz 2017,9.55,3.9
Pinot Noir 2015,13.80,3.6
Vinhas Velhas Tinto 2017,29.99,4.6
Cabernet Sauvignon 2015,20.19,3.7
Gago G 2016,16.95,3.8
Raut Lagrein 2018,10.23,3.6
Mazis-Chambertin Grand Cru 2008,185.95,4.5
Creative Block 5 2017,16.95,3.9
Assmannshäuser Höllenberg Spätburgunder Trocken 2016,31.53,3.0
Parel Vallei Farmstead Merlot 2012,33.89,4.2
Falletto Barolo 2015,173.63,4.3
Shiraz 2019,5.43,3.2
Chianti Classico Bellezza Gran Selezione 2015,31.57,4.0
Son P Negre 2017,15.99,3.8
Negra 2009,14.57,3.7
Maurizio Zanella Sebino 2016,49.50,4.3
Vision 2015,44.99,4.2
The Twenty-Eight Road Mourvèdre 2014,21.57,3.8
Cabernet Sauvignon - Merlot 2017,8.95,3.3
Pomerol 2008,144.95,4.2
Saint-Émilion Grand Cru 2015,49.95,4.1
Quater Vitis Rosso 2014,13.89,4.0
El Rincón 2013,16.90,3.7
Finca La Escuela Malbec 2013,34.73,3.8
Clos du Marquis Saint-Julien 2015,67.75,4.3
Saint-Émilion Grand Cru 2014,18.90,3.9
Côtes du Rhône Le Caillou 2018,10.90,3.8
The Stump Jump Shiraz 2017,8.94,3.3
Légende (R) Pauillac 2015,34.64,4.0
Blaufränkisch 2017,14.08,3.8
Castillon - Côtes de Bordeaux 2016,28.95,4.0
Novas Gran Reserva Carmenère - Cabernet Sauvignon 2017,10.50,3.9
Eléonore Bordeaux Supérieur 2016,9.50,3.7
Pauillac (Grand Cru Classé) 2015,170.59,4.4
Douro Tinto 2015,49.02,4.4
Lamùri Nero d'Avola Regaleali 2016,10.85,3.9
Coronas Crianza 2017,7.29,3.8
Côtes du Rhône Le Bouquet Des Garrigues 2016,15.90,3.9
Pomerol 2015,35,4.0
Saint-Estèphe 2015,43.87,3.9
Liber Pater Cirò Rosso Classico Superiore 2014,8.20,3.5
Vaucluse 2015,13.57,3.8
Chianti Classico 2016,28.92,3.9
Vigna del Sorbo Gran Selezione Chianti Classico 2015,48.40,4.3
Nero d'Avola 2018,6.45,3.7
Bardolino 2018,7.31,3.6
La Demoiselle de Sociando-Mallet Haut-Médoc 2014,19.50,3.9
Cabernet Sauvignon (Ou Kalant) 2016,7.19,3.5
CASK 23 Cabernet Sauvignon 2016,320,4.7
Versante Negroamaro 2015,6.20,3.4
G.A.M. Shiraz 2010,43.69,4.2
Châteauneuf-du-Pape Vieilles Vignes 2015,79,4.3
Carmenère 2016,8.69,3.4
Cabernet Sauvignon - Shiraz 2016,8.20,3.3
Vinsobres Les Cornuds 2017,11.90,3.9
Director's Cut Shiraz 2016,23.99,4.2
Margaux (Grand Cru Classé) 2014,38.94,3.8
Valdepeñas Tempranillo Crianza 2016,5.99,3.4
Alberta Annemarie Merlot 2015,14.19,4.1
Pessac-Léognan (Premier Grand Cru Classé) 2014,498.95,4.5
Pessac-Léognan 2016,51.23,3.9
The Pepper Pot 2017,9.50,3.8
Brunello di Montalcino 2011,50.39,4.2
Càtar Montsant 2017,6.45,3.3
Castel del Monte Trentangeli Rosso 2016,13.38,3.7
Barbera d'Asti Le Orme 2017,11.60,3.6
Gran Reserva Rioja 2010,17.54,3.9
Kadette Cape Blend 2017,9.50,3.8
Toscana 2018,7.29,3.7
Vecchie Vigne Brunello di Montalcino 2011,67.27,4.2
Tinto 2012,33.14,3.5
Côtes de Bordeaux 2015,13.93,3.7
Cabernet Sauvignon 2015,16.90,4.0
Crianza 2016,7.70,3.6
Pure Malbec 2019,9.45,3.5
Pinot Noir 2017,18.89,3.8
Diamond Collection Pinot Noir (Silver Label) 2017,29.05,3.5
Pécharmant 2016,17.50,3.8
Haut-Médoc 2011,21.45,3.7
Talò Primitivo di Manduria 2018,8.40,4.1
Cabernet Sauvignon 2016,16.39,3.7
CMS Red (Cabernet - Merlot - Syrah) 2016,18.32,3.7
Syrah 2017,7.70,3.5
Pinotage 2017,13.50,3.9
Cabernet Sauvignon 2016,10.51,3.7
Colección Privada 2016,30.95,4.0
Dark (Red Blend) 2016,8.48,3.8
Pavillon de Léoville Poyferré Saint-Julien 2015,46.75,4.1
El Primer Paso 2018,11.60,4.0
Margaux 2015,25.15,4.1
Cabernet Sauvignon 2015,30.45,4.3
Shiraz (Baker Station) 2016,8.50,3.6
Rioja Reserva (Tempranillo) 2011,14.95,3.8
Saldo Zinfandel 2017,38.50,4.2
Vineyards Malbec 2019,4.78,3.5
Poggio Badiola 2016,9.75,3.8
Paesi Tuoi Barolo 2015,18.60,3.8
Bordeaux 2016,6.51,3.6
Bordeaux Supérieur 2018,7.70,3.8
Valdehermoso Joven 2018,7.35,3.6
Pulcino Montepulciano d'Abruzzo 2015,6.05,3.6
Prachtstück Rot 2018,7.89,3.2
Capatosta 2016,19.90,3.6
La Clape 2015,16.95,3.9
Stickleback Red 2017,8.53,3.5
Brunello di Montalcino 2012,27.78,3.7
Barolo Bussia Romirasco 2015,189.15,4.6
La Napoleon Beaujolais Villages 2018,16.09,3.7
Beaune 1er Cru 'Champs Pimont' 2017,57.51,4.0
Fanatico Chianti Classico Riserva 2015,17.36,3.8
Gigondas 2016,18.21,3.8
Stécia Rouge 2018,9.74,3.8
Vernatsch Freisinger 2018,14.54,4.0
Cabernet Sauvignon 2017,19.90,4.0
Contorsionista Cabernet Sauvignon 2018,5.79,3.4
Orsus Montepulciano d'Abruzzo 2016,10.50,3.2
Brauneberger Klostergarten Pinot Noir*** 2013,39.90,4.1
Fattoria di Scannano Chianti 2018,9.50,3.6
Nuits-Saint-Georges 1er Cru Aux Vignerondes 2012,63.90,3.9
Szapary Blaufränkisch 2014,33.25,4.1
Gran Dominio Crianza 2016,6.62,3.7
Neuenahrer Sonnenberg Spätburgunder GG 2016,49.50,4.1
Syrah - Viognier Sud de France 2016,7.75,3.9
Barbera d'Alba 2015,11.36,3.8
Rouquet’s Syrah 2017,7.77,3.8
Terroir d'Altitude Malbec 2018,8.71,4.0
St. Laurent Classique 2017,14.52,3.4
Navarra Tinto Roble 2017,6.90,3.3
Silvestre Carmenère 2018,6.90,3.7
Crianza Cabernet Sauvignon 2015,22.94,3.5
Graves 2014,16.55,3.6
Cabernet Sauvignon 2013,17.79,3.7
Marchese di Villamarina 2014,44.61,4.1
Höhenflug Spätburgunder 2017,16.75,4.0
Calmo Cuvée 2016,24.74,4.0
Réserve Pinot Noir 2014,19.50,3.9
Z Rotwein 2016,15.50,3.8
Cuvée Compostelle Castillon - Côtes de Bordeaux 2005,18.95,4.0
Cabernet - Syrah 2018,6.39,4.0
Saint-Émilion Grand Cru (Grand Cru Classé) 2016,47.95,3.8
Savoir Vieillir Minervois 2018,22.42,3.6
Collio Carantan 2009,40.25,3.7
Clos Centenaire Red 2016,10.62,3.6
Syrah Reserve 2017,34.90,4.1
Pasión 2017,7.60,3.6
Frühburgunder 2017,20.50,3.6
Tempranillo Ribera del Duero 2018,7.49,3.4
Arbòre Cannonau di Sardegna 2013,19.45,4.0
Bourgogne Hautes-Côtes de Nuits 'La Montagne' 2017,23.90,4.0
Barolo Rocche di Castiglione 2015,169,4.3
Sud Malvasia Nera 2017,7.90,4.1
Merlot 2018,7.27,3.7
Bandol Rouge 2017,20.67,3.7
Mountain Red 2015,10.50,3.6
Crianza 2016,7.95,3.8
Gran Reserva 2012,8.92,3.6
Montepulciano d'Abruzzo 2017,11.90,3.8
Poggio Ai Chiari 2007,53.35,4.3
Via Edetana Tinto 2015,33.59,3.7
Merlot - Shiraz 2016,14.27,3.7
Gevrey-Chambertin 2016,44.57,4.1
Varietales Maturana Rioja 2016,16.40,3.8
Vignes de Nicole Cabernet Sauvignon - Syrah Pays d'Oc 2017,7.06,3.7
Perlita Malbec - Syrah 2017,10.51,3.7
3.9 2015,17.90,4.0
Syrah 2016,15.54,4.1
Pèppoli Chianti Classico 2017,19.99,3.8
Pauillac de Latour 2014,101.63,4.1
Peyre Blanche Cairanne 2017,13.50,3.8
Les Forts de Latour Pauillac 2011,229,4.3
Belpasso Rosso 2016,9.90,3.8
90 Novantaceppi Primitivo 2019,4.55,3.9
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,193.01,4.3
Margaux (Grand Cru Classé) 2014,130.97,4.1
Secrets de Mar Rouge 2017,9.95,3.7
Rouge 2019,5.95,3.6
Collepiano Sagrantino di Montefalco 2014,33.94,4.3
Reserva Tannat 2018,15.90,4.1
Reserva 2015,13.49,3.8
Futures Shiraz 2014,19.42,3.8
Koonunga Hill Shiraz 2018,10.90,3.6
Reserva 2012,11.90,3.7
Frank Gehry Selection 2012,383.15,4.1
Founders' Estate Cabernet Sauvignon 2017,11.85,3.7
Finca Dofí 2016,64.33,4.4
IL Blu 2015,52.87,4.3
Cirò Classico Rosso 2017,5.50,3.4
Fronsac 2010,21.55,3.7
Lindes de Remelluri Viñedos de San Vicente 2015,15.95,3.8
Chakalaka 2015,22.90,4.0
Gouleyant Malbec 2018,8.32,3.7
Solengo 2016,55.85,4.3
Cavalli 2012,41.26,4.0
Rioja Reserva 2015,13.95,3.8
Fantini Primitivo Puglia 2018,5.90,3.5
Cabernet Sauvignon 2016,24.95,4.0
Zinfandel 2018,7.95,4.0
Brunello di Montalcino 2012,38.96,4.2
Santagostino Baglio Sorìa Red 2014,12.49,3.8
Relentless 2015,125.27,4.4
Brunello di Montalcino 2014,34.02,4.1
Côtes du Rhône Villages Rouge 2017,10.25,3.7
Pauillac (Premier Grand Cru Classé) 1992,1266.25,4.5
Lourens River Valley 2008,19.45,4.1
Médoc 2014,14.38,3.6
Vin de Pays Terre de Bussière Principauté d'Orange 2016,9.90,3.9
Appassimento 2017,9.90,4.1
Acinatico Amarone della Valpolicella Classico 2016,34.95,4.4
La Cuvée Mythique 2017,9.83,3.5
Twins Red Blend (Malbec - Cabernet Sauvignon) 2017,8.65,3.8
Les Vignes de Bila-Haut Côtes du Roussillon Villages 2018,8.50,3.7
Saint-Julien (Grand Cru Classé) 2016,116.49,4.3
Ostuni 2019,5.80,4.0
Bordeaux Supérieur 2015,12.95,3.5
M.I. Tinto 2017,12.19,3.8
Rioja Reserva 2011,14.90,3.8
Barbaresco 2016,179,4.5
Pessac-Léognan (Grand Cru Classé de Graves) 2016,99.95,4.2
Lauréne Pinot Noir 2015,82.86,4.3
Chorey-Les-Beaune 2017,23.88,3.9
Rosso di Montalcino 2017,16.08,4.0
Salanques Priorat 2017,28.76,4.0
Brunello di Montalcino Vigna del Lago 2013,43.90,4.4
Crozes-Hermitage Certitude 2017,19,3.6
Côte-Rôtie 2004,79.95,4.1
Reserve Shiraz 2013,15.95,3.9
Chianti Riserva 2015,7.70,3.7
Anticaia Primitivo Salento 2018,5.85,3.7
Pinot Fin Bourgogne 2016,34.02,3.7
Gran Tiati 2011,34.90,4.0
Prago Pinot Noir 2013,29.19,3.9
Duet 2017,19.99,4.2
Rioja Vega Edición Limitada 2016,11.90,4.0
Domaine Grand Veneur Châteauneuf-Du-Pape Les Origines 2015,53.52,3.9
Aufwind Saint Laurent 2016,11.23,3.7
Cuvée Tradition Côtes de Provence 2017,11.65,4.1
Tinto 2009,16.60,3.8
Cinciorosso 2017,11.65,3.6
Cabernet Sauvignon 2019,6.83,3.6
Tapada de Villar Reserva 2015,15.90,3.5
7 Lunas Vendimia Seleccionada 2005,38,4.3
Pomerol 2014,59.74,3.8
The Winemaster's Pinotage 2019,6.31,4.0
Cuvée Olivettes 2015,6.78,3.5
Sorì San Lorenzo 2016,484.03,4.3
Friedrich Laibach The Founder's Blend 2016,27.89,4.1
Susumaniello Salento 2017,8.80,3.8
Bordeaux 2013,16.47,3.9
Rosso di Podernovo 2012,27,3.5
Petit Clos Malbec 2016,13.50,3.6
Le Lucére Brunello di Montalcino Riserva 2012,131.92,4.4
Block 3 Pinot Noir 2018,87.90,4.4
Evento 2005,27.50,4.3
Diesel Pinotage 2017,63,4.7
La Creu Alta 2014,86.76,4.5
Kuyen 2017,25.35,4.1
Cabernet 2012,35.57,4.2
Roma Edizione Limitata 2015,21.95,4.1
Meisterstück 2015,16.95,4.1
Barbera d'Alba 2015,15.28,3.6
Ferro 2013,86.33,4.1
Splattered Toad Shiraz 2018,9.50,3.3
Marquise de La Tourette Hermitage Rouge 2004,43.87,4.1
Λu 2016,35.09,4.1
Oltreconfine Grenache 2016,24.27,3.6
Calanica Nero d'Avola - Merlot 2017,7.75,3.7
Los Bayones Selección d'Oro 2015,13.42,3.6
Casasilia Chianti Classico Gran Selezione 2016,29.90,4.3
Deidesheimer Spätburgunder 2016,14.32,3.7
Nerento Chianti Classico Gran Selezione 2013,24.10,4.3
Riserva Di Fizzano Chianti Classico Gran Selezione 2015,21.34,4.1
Essenze Barolo Riserva 2008,42.90,4.2
Morellino di Scansano 2018,11.45,3.8
Les Trois Marie Côtes du Roussillon Villages 2013,107.23,4.2
Zweigelt Trocken 2016,13.99,3.4
Nero d'Avola 2015,8.90,3.7
Barbera d'Asti Camp du Rouss 2017,15.11,3.9
S.L.V. Cabernet Sauvignon 2015,165,4.5
Listrac-Médoc 2015,37.82,4.0
Foradori - Teroldego 2018,18.06,3.9
Vino Nobile di Montepulciano 2016,12.37,3.8
Reserva Cabernet Sauvignon 2012,17.99,3.9
Médoc 2016,14.54,3.7
Rioja Gran Reserva 2013,29.49,4.2
Agnus Malbec 2015,12.62,3.4
Crianza Rioja 2016,12.59,3.7
Margaux (Grand Cru Classé) 2011,109,4.1
The Legends 2017,17.06,4.1
Merlot 2018,7.60,3.2
Gran Reserva Carmenère 2017,13.50,3.9
Asinone Vino Nobile di Montepulciano 2016,35.90,4.2
Bordeaux Supérieur (Premium) 2016,9.50,3.7
Shiraz 2017,15.90,4.0
Stonewell Shiraz 2010,55.79,4.1
Haut-Médoc 2005,39.95,3.8
Creative Block 3 2016,16.50,4.1
Chianti Classico 2016,8.72,3.8
Catalina 2014,28.90,4.1
d'Arry's Original Shiraz - Grenache 2015,15.84,3.8
Haut-Médoc (Grand Cru Classé) 2015,32,3.9
Lalande-de-Pomerol 2014,20.90,3.8
Rubrica Tinto 2013,16.47,4.1
Toro 2015,55,4.4
Castillon - Côtes de Bordeaux 2005,44.95,4.0
Saint-Émilion Grand Cru (Grand Cru Classé) 2014,34.40,3.9
Pauillac (Grand Cru Classé) 2013,63.36,3.9
Goru 18 M 2015,31.19,3.9
Ruberpan Valpolicella Superiore 2016,22.47,3.9
Senda 2013,14.80,3.6
Giusto di Notri Toscana 2016,64.02,4.2
Barolo Ravera 2013,63.49,4.0
Cabernet Sauvignon 2014,27.15,3.9
Lauréne Pinot Noir 2013,67.26,4.2
VII Tempranillo 2018,6.25,3.7
Saint-Estèphe 2016,44.90,4.0
Lunatico Primitivo 2018,5.75,3.8
Vineyards Merlot 2018,5.65,3.3
Maroccoli Syrah 2013,26.21,3.8
Golden Reserve Malbec 2014,22.22,3.9
Chianti Classico 2014,12,3.6
Redigaffi Toscana 2015,208.55,4.6
Saint-Estèphe 2016,56.54,4.0
Les Launes Crozes-Hermitage 2018,15.90,3.8
Appassimento 2017,10.45,4.1
14 Primitivo Gioia del Colle 2016,11.90,3.9
L'Atelier Malbec de Crocus 2014,18.79,3.8
Saint-Émilion Grand Cru 2007,21.55,3.6
Barbera d’Alba Vigna Martina 2016,31.96,4.0
Cabernet Sauvignon 2015,13.50,3.7
Clos du Marquis Saint-Julien 2014,58,4.2
Colección Privada 2014,31.95,4.1
